Elemento,Descripcion,Banco
AC Odontología Todos los días," Promoción exclusiva para los clientes del Scotia.
Descuento se hace efectivo anunciado método de pago Scotia en caja.
No acumulable con otras promociones y descuentos.  Promoción válida hasta el 31 de diciembre de 2025. Promoción consiste en un 50% de descuento en todas las prestaciones clínicas odontológicas del arancel en AC Odontología. No incluye costos externos de: laboratorio dental, insumos de Implantología Oral - Ortodoncia, Servicios de imagenología 3D, derechos de pabellón y sedación médica. Promoción exclusiva para clientes Scotia. Descuento se hace efectivo anunciado método de pago Scotia en caja. No acumulable con otras promociones y descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, Tarjeta de Crédito Scotia Wealth Management, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Dily Todos los días,"  Promoción válida hasta el 30 de septiembre de 2025. Promoción consiste en un 30% Dcto. en el servicio de tranferencia de dominio digital en el sitio web de Dily. Pagando con Tarjetas de Crédito o Débito Scotiabank ingresando como código de descuento los seis primeros números. Máximo 1 uso de cupón por cliente. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa BEX, Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con Tarjeta de Crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información. ",Banco ScotiaBank
Mr. Smashed Todos los días," No acumulable sobre otras promociones o descuentos. 
Promoción exclusiva para clientes Scotiabank. Promoción válida todos los días de marzo 2025. Promocón consiste en un 20% de descuento en compras presenciales Mr. Smashed anunciado método de pago Scotia en caja. No acumulable sobre otras promociones o descuentos. Promoción exclusiva para clientes Scotia. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Mr. Wrap Todos los días," No acumulable sobre otras promociones o descuentos. 
Promoción exclusiva para clientes Scotia. Promoción válida todos los días de  marzo 2025. promocón consiste en un 20% de descuento en compras presenciales Mr. Wrap anunciado método de pago Scotia en caja. No acumulable sobre otras promociones o descuentos. Promoción exclusiva para clientes Scotia. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Vietcoffee Todos los días," Pagando con tus Tarjetas de Cédito o Débito Visa Scotia. 
El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones. Promoción válida hasta el 23 de agosto de 2025. Promoción consiste en un 20% descuento en compras a través de https://www.vietcoffee.net Ingresando Código de descuento SCOTIABANK20 y pagando con tus Tarjetas de Cédito o Débito Visa Scotia. El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex, Tarjeta Universal y Tarjeta de Crédito Scotia Wealth Management, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Kinexpert Todos los días," No acumulable sobre otros descuentos.
Promoción exclusiva para los clientes Scotia.  ",Banco ScotiaBank
Zink Chile Todos los días," El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio.
Promoción no acumulable con otras promociones. ",Banco ScotiaBank
Invermoto Todos los días,"  Promoción válida hasta el 31 de diciembre de 2025. Promoción consiste en hasta un 30% Dcto. en tiendas Invermoto. 30% Dcto. en compra de botella de lubricante para las marcas Honda, Ipone, Máxima, Yamalube, tope de $100.000 con un máximo de 4 botellas de lubricantes al mes. 30% Dcto. en cascos para marcas Shoei, AGV, HJC, AXXIS, Shaft, Arai, HRO con tope de un casco al mes. 25% Dcto. en compra de repuestos para marcas Honda, Yamaha, Suzuki, Royal, Enfield con tope de $100.000 por cliente titular. 20% Dcto. en compra presencial para accesorios de todas las marcas en tiendas Invermoto con tope de $200.000 por cliente titular. 10% Dcto. en servicios de taller para todas las marcas con tope de $50.000 al mes. Beneficio aplicable sólo para compras a precio de lista y no acumulable con otras promociones, ofertas, regalos o descuentos. Accede a este beneficio anunciando método de pago Scotiabank e indicando los primeros 6 números de la Tarjeta como código de descuento. Descuento exclusivo pagando con Tarjetas de Débito o Crédito Scotiabank. Exclusivo para clientes titulares que realicen compras presenciales en tiendas Invermoto ubicadas en Francisco Bilbao 1102, y Francisco Bilbao 1134, Local Blue Bikes, Providencia. Avenida Vicuña Mackenna Poniente 7387, La Florida. Los topes y descuentos son de exclusiva responsabilidad del comercio. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa BEX, Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjeta de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Poliglota Todos los días," No acumulable sobre otras promociones, descuentos o eventos especiales como CyberDays, Cyber Monday, Black Friday u otras fechas designadas como eventos promocionales.
No válido en promociones especiales como Oferta Flash.
Un uso de cupón por cliente. 
Exclusivo para clientes Scotiabank. Promoción válida todos los días hasta el 30 de marzo de 2026. Promoción consiste en hasta 76% Dcto. en cursos de idiomas (Inglés, Portugués, Francés, Alemán e Italiano) a través de www.poliglota.org/cl/promos/scotia. Válido para contrataciones entre 6, 12 o 18 meses de acceso a 59% Dcto. en plan grupal 6 meses. 68% Dcto. en plan grupal 12 meses. 76% Dcto. en plan grupal 18 meses. Descuento exclusivo pagando con tus Tarjetas de Débito o Crédito Scotiabank. Ingresando como código de descuento los primero 6 dígitos de la Tarjeta Scotiabank. No acumulable sobre otras promociones, descuentos o eventos especiales como CyberDays, Cyber Monday, Black Friday u otras fechas designadas como eventos promocionales. No válido en promociones especiales como Oferta Flash. Un uso de cupón por cliente. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Alma Salud Todos los días," Promoción no acumulable sobre otros descuentos.
Promoción exclusiva clientes pagando con Tarjetas de Scotia. Promoción válida hasta el 31 de octubre de 2025. Promoción consiste en hasta un 30% de descuento en Clinica Alma Salud para tartamientos estéticos, kinesiología y masajes, pagando Tarjetas de Débito o Crédito Scotiabank. Para acceder al descuento anuncia método de pago en caja indicando como código de descuento los primeros 6 números de tu Tarjeta. Promoción no acumulable sobre otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas  Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Carnes Premium Lunes y martes," Exclusivo para compras presenciales.
Exclusivo para clientes Scotia anunciando método de pago en caja.
Paganado con trajetas de débito y crédito Scotia.
Descuento no acumulable con otras promociones y descuentos. ",Banco ScotiaBank
Atesorame Todos los jueves," Descuento no acumulable sobre otros descuentos.
Pomoción exclusiva para clientes Scotiabank.
Descuento no incluye costo de despacho.
Vaálido para compras superiores a $50.000 a través ",Banco ScotiaBank
Mons Todos los días," Descuento no acumulable con otros descuentos.
El despacho y los tiempos del mismo son exclusiva responsabilidad del comercio. Promoción válida hasta el 28 de febrero de 2026. Promoción consiste en un 15% descuento en www.mons.cl. Pagando con Tarjetas de Crédito y/o Débito Visa Scotia.  El despacho y los tiempos del mismo son de exclusiva responsabilidad del comercio. Promoción no acumulable con otras promociones. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex, Tarjeta Universal y Tarjeta de Crédito Scotia Wealth Management, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial.",Banco ScotiaBank
Lerni Todos los días," Descuento exclusivo pagando con tus Tarjetas Scotia.
No acumulable sobre otras promociones o descuentos. Promoción válida hasta el 31 de diciembre de 2025. Promoción consiste en un 35% descuento en 5 cursos de idiomas (inglés, inglés de negocios, alemán, francés e italiano) en https://lerni.us/code. Válido para contrataciones entre 3, 6 o 12 meses de acceso. Descuento exclusivo pagando con tus Tarjetas de Crédito y/o Débito Scotia. Ingresando código de descuento SCOTIALERNI. No acumulable sobre otras promociones o descuentos. Se excluyen de esta promoción las Tarjetas Empresariales, Corporativas, Mastercard Business, Visa Business, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con tarjetas de crédito puede tener costos asociados. Consulta con el emisor de la tarjeta para mayor información.",Banco ScotiaBank
Hotel Gervasoni Todos los días," Todas las reservas deben ser prepagadas al 100%. al momento de la reserva.
Descuento no aplica para el 30 y 31 de diciembre de 2025 como así también para el 1 de enero de 2026.
Exclusivo pagando con tus Tarjetas de Débito y Crédito Scotiabank.
El descuento no es acumulable con otras promociones o descuentos.
Exclusivo para clientes Scotiabank. ",Banco ScotiaBank
Todos los rubros Todos los días,"  Promoción válida hasta el 30 de abril de 2025, exclusiva para clientes titulares que realicen compras nacionales en todos los adquirentes, ya sean presenciales u online, con Tarjeta de Crédito Visa Scotiabank en todos los comercios. Promoción consiste en que no se devengarán intereses por compras de 3 a 12 cuotas en comercios nacionales y en pesos chilenos, cargándose solo la comisión de administración mensual de la Tarjeta de Crédito. La transacción en el punto de venta podría visualizarse como ""venta con intereses"", sin embargo, al procesar la transacción en el banco, ésta se ejecutará sin intereses y así se reflejará en el próximo estado de cuenta. Beneficio no extensible a otras Tarjetas de Crédito que el cliente pudiese tener. CAE: 1,29% / Costo Total del Crédito: $302.400. calculado por un monto de $300.000 en 12 cuotas. Según cupo disponible de la Tarjeta de Crédito. La prestación de los servicios no bancarios ofrecidos son de exclusiva responsabilidad de la empresa que realiza la actividad, no cabiendo al banco la intervención alguna en su entrega o en la posterior atención que ello demande. Se excluyen de esta promoción las transacciones de cargo inmediato como Juegos de Azar, Casinos de Juegos, Avances, Pago de Impuestos y Compra de Divisas. Promoción Cuotas Sin Interés condicionada al pago oportuno al vencimiento de cada cuota. Transacciones en Cuotas afectas al impuesto de timbres DL3475, de cargo del cliente. Se excluyen de esta promoción los clientes de Tarjetas de otra marca, Empresariales, Corporativas, Universales y Cencosud Scotiabank, Visa Enjoy, Visa Movistar, Visa Forum, Visa Congelada, Visa Crédito Express, Visa Bex y Tarjeta Universal, al igual que las Tarjetas de Crédito Cencosud Scotiabank, emitidas por su filial. El pago con Tarjetas de Crédito puede tener costos asociados. Más información en scotiabankchile . cl Infórmese sobre las entidades autorizadas para emitir Tarjetas de Pago en el país, quienes se encuentran inscritas en los Registros de Emisores de Tarjetas que lleva la CMF, en www . cmfchile . cl",Banco ScotiaBank
Viajes Scotia Todos los días," Exclusiva para clientes personas naturales de Scotiabank que utilicen su Tarjeta de Crédito Scotiabank como medio de pago. Promoción cuotas sin interés condicionada al pago oportuno al vencimiento de cada cuota.  Promoción válida hasta el 31 de diciembre del 2025, para compras en 3 a 12 Cuotas sin Interés en Mini Sitio Viajes Scotia, cargándose sólo la comisión de administración mensual de la Tarjeta de Crédito. Cuotas afectadas al impuesto de timbres DL3475, el cual es de cargo del cliente. CAE 1,47% Costo Total del Crédito: $10.080.000. Calculados por un monto de $10.000.000 en 12 cuotas, según cupo disponible de la Tarjeta de Crédito. La transacción en el punto de venta podría visualizarse como ""venta con intereses"". Sin embargo, al procesar la transacción en el banco, esta se ejecutará sin intereses y así se reflejará en el próximo estado de cuenta. Exclusiva para clientes personas naturales de Scotiabank que utilicen su Tarjeta de Crédito Scotiabank. como medio de pago. Promoción Cuotas Sin Interés condicionada al pago oportuno al vencimiento de cada cuota. Se excluyen de dicha promoción los clientes de Productos Tarjetas Empresariales y Corporativas. Infórmese sobre la garantía estatal de los depósitos en su banco o en cmfchile.cl",Banco ScotiaBank
Cocha Todos los días," La promoción de cuotas sin interés consiste en que no se devengarán intereses por compras en 3 a 12 cuotas sin interes, cargándose sólo la comisión de administración mensual de la Tarjeta de Crédito. Cuotas afectadas al impuesto al crédito, el cual es de cargo del cliente. CAE 1,47% Costo Total de $100.792 calculado sobre compras de $100.000 hasta en 12 cuotas. No acumulable con otras promociones y/o convenios. Promoción válida hasta el 30 de abril de 2025 para compras en 3 a 12 cuotas sin interés en Sucursales Cocha y www.cocha.com cargándose sólo la comisión de administración mensual de la Tarjeta de Crédito. Cuotas afectadas al impuesto de timbres DL3475, el cual es de cargo del cliente. CAE 1,47% Costo Total de $100.792 calculado sobre compras de $100.000 hasta en 12 cuotas. Promoción válida hasta el 31 de marzo de 2025. Promoción exclusiva para clientes personas naturales de Scotia que utilicen su Tarjeta de Crédito Scotia como medio de pago, en la modalidad 3 a 12 cuotas. Promoción Cuotas Sin Interés condicionada al pago oportuno al vencimiento de cada cuota. Transacciones en Cuotas afectas al impuesto de timbres DL3475, de cargo del cliente. Se excluyen de dicha promoción los clientes de Productos Tarjetas Empresariales y Corporativas. Infórmese sobre la garantía estatal de los depósitos en su banco o en cmfchile.cl.",Banco ScotiaBank
Decathlon Todos los días,"  Promoción válida hasta el 30 de abril de 2025, para compras en 3 a 12 Cuotas Sin Interés en Decathlon, cargándose sólo la comisión de administración mensual de la Tarjeta de Crédito. Cuotas afectadas al impuesto de timbres DL3475, el cual es de cargo del cliente. CAE 1,47% Costo Total del Crédito: $10.080.000. Calculados por un monto de $10.000.000 en 12 cuotas, según cupo disponible de la Tarjeta de Crédito. La transacción en el punto de venta podría visualizarse como ""venta con intereses"". Sin embargo, al procesar la transacción en el banco, esta se ejecutará sin intereses y así se reflejará en el próximo estado de cuenta. Exclusiva para clientes personas naturales de Scotiabank que utilicen su Tarjeta de Crédito Scotiabank como medio de pago. Promoción Cuotas Sin Interés condicionada al pago oportuno al vencimiento de cada cuota. Se excluyen de dicha promoción los clientes de Productos Tarjetas Empresariales y Corporativas. Infórmese sobre la garantía estatal de los depósitos en su banco o en cmfchile.cl",Banco ScotiaBank
